3.73e-08,0.00042846
3.74e-08,0.0002335
3.75e-08,-7.3707e-13
3.76e-08,-0.00018101
3.77e-08,-0.00025747
3.78e-08,-0.00022611
3.79e-08,-0.0001226
3.8e-08,1.6948e-13
3.81e-08,9.4075e-05
3.82e-08,0.00013313
3.83e-08,0.00011633
3.84e-08,6.2753e-05
3.85e-08,1.8774e-15
3.86e-08,-4.7664e-05
3.87e-08,-6.7112e-05
3.88e-08,-5.8341e-05
3.89e-08,-3.1312e-05
3.9e-08,-1.3828e-15
3.91e-08,2.3542e-05
3.92e-08,3.298e-05
3.93e-08,2.8524e-05
3.94e-08,1.5231e-05
3.95e-08,-5.461e-15
3.96e-08,-1.1336e-05
3.97e-08,-1.5799e-05
3.98e-08,-1.3595e-05
3.99e-08,-7.2228e-06
4e-08,-1.0502e-14
4.01e-08,5.321e-06
4.02e-08,7.3784e-06
4.03e-08,6.3169e-06
4.04e-08,3.339e-06
4.05e-08,5.5612e-15
4.06e-08,-2.4349e-06
4.07e-08,-3.3592e-06
4.08e-08,-2.8613e-06
4.09e-08,-1.5047e-06
4.1e-08,-1.1615e-15
4.11e-08,1.0862e-06
4.12e-08,1.4909e-06
4.13e-08,1.2635e-06
4.14e-08,6.6106e-07
4.15e-08,-2.6581e-16
4.16e-08,-4.7235e-07
4.17e-08,-6.4505e-07
4.18e-08,-5.4387e-07
4.19e-08,-2.8312e-07
4.2e-08,-6.2359e-16
4.21e-08,2.0025e-07
4.22e-08,2.7207e-07
4.23e-08,2.2823e-07
4.24e-08,1.1821e-07
4.25e-08,2.2005e-16
4.26e-08,-8.2758e-08
4.27e-08,-1.1187e-07
4.28e-08,-9.3369e-08
4.29e-08,-4.8112e-08
4.3e-08,-4.3174e-17
4.31e-08,3.3342e-08
4.32e-08,4.4843e-08
4.33e-08,3.7236e-08
4.34e-08,1.909e-08
4.35e-08,-3.1915e-17
4.36e-08,-1.3096e-08
4.37e-08,-1.7523e-08
4.38e-08,-1.4477e-08
4.39e-08,-7.384e-09
4.4e-08,1.5292e-17
4.41e-08,5.0141e-09
4.42e-08,6.6752e-09
4.43e-08,5.4867e-09
4.44e-08,2.7844e-09
4.45e-08,4.8869e-18
4.46e-08,-1.8715e-09
4.47e-08,-2.4789e-09
4.48e-08,-2.0272e-09
4.49e-08,-1.0235e-09
4.5e-08,-1.5138e-19
4.51e-08,6.81e-10
4.52e-08,8.9743e-10
4.53e-08,7.3016e-10
4.54e-08,3.6678e-10
4.55e-08,-4.7105e-19
4.56e-08,-2.4157e-10
4.57e-08,-3.1672e-10
4.58e-08,-2.5638e-10
4.59e-08,-1.2813e-10
4.6e-08,-2.4188e-19
4.61e-08,8.3535e-11
4.62e-08,1.0897e-10
4.63e-08,8.7759e-11
4.64e-08,4.3637e-11
4.65e-08,-1.5923e-20
4.66e-08,-2.8161e-11
4.67e-08,-3.6547e-11
4.68e-08,-2.9285e-11
4.69e-08,-1.4488e-11
4.7e-08,-6.0206e-21
4.71e-08,9.2545e-12
4.72e-08,1.195e-11
4.73e-08,9.5264e-12
4.74e-08,4.6889e-12
4.75e-08,-1.3805e-22
4.76e-08,-2.9649e-12
4.77e-08,-3.8089e-12
4.78e-08,-3.0211e-12
4.79e-08,-1.4794e-12
4.8e-08,1.5705e-21
4.81e-08,9.2598e-13
4.82e-08,1.1835e-12
4.83e-08,9.3396e-13
4.84e-08,4.5504e-13
4.85e-08,2.3261e-22
4.86e-08,-2.8193e-13
4.87e-08,-3.5851e-13
4.88e-08,-2.8147e-13
4.89e-08,-1.3644e-13
4.9e-08,-2.8403e-22
4.91e-08,8.3678e-14
4.92e-08,1.0587e-13
4.93e-08,8.2697e-14
4.94e-08,3.9883e-14
4.95e-08,-2.1835e-24
4.96e-08,-2.4212e-14
4.97e-08,-3.0477e-14
4.98e-08,-2.3686e-14
4.99e-08,-1.1365e-14
5e-08,1.4316e-23
